"22","Family.Lachnospiraceae.0137"
"","x"
"1","Family.Lachnospiraceae.0002"
"2","Family.Ruminococcaceae.0023"
"","x"
"1","Class.Clostridia.0003"
"","x"
"1","Family.Porphyromonadaceae.0008"
"2","Turicibacter.0001"
"3","Order.Clostridiales.0003"
"4","Oscillibacter.0005"
"5","Family.Lachnospiraceae.0089"
"6","Family.Lachnospiraceae.0093"
"7","Phylum.Bacteroidetes.0001"
"","x"
"1","Family.Porphyromonadaceae.0004"
"2","TM7_genus_incertae_sedis.0003"
"","x"
"1","Family.Coriobacteriaceae.0002"
"","x"
"1","Family.Lachnospiraceae.0096"
"","x"
"1","Family.Lachnospiraceae.0006"
"2","Kingdom.Bacteria.0004"
"3","Family.Lachnospiraceae.0049"
"4","Family.Lachnospiraceae.0053"
"5","Family.Lachnospiraceae.0067"
"6","Order.Clostridiales.0011"
"7","Family.Lachnospiraceae.0083"
"8","Family.Ruminococcaceae.0025"
"9","Family.Porphyromonadaceae.0029"
"10","Family.Lachnospiraceae.0114"
"11","Family.Lachnospiraceae.0118"
"12","Order.Clostridiales.0028"
"","x"
"1","Family.Porphyromonadaceae.0014"
"","x"
"1","Family.Lachnospiraceae.0085"
"2","Order.Clostridiales.0019"
"3","Anaeroplasma.0002"
"4","Family.Lachnospiraceae.0102"
"5","Phylum.Firmicutes.0008"
"6","Order.Clostridiales.0022"
"7","Family.Lachnospiraceae.0109"
"8","Family.Porphyromonadaceae.0041"
"","x"
"1","Lactobacillus.0001"
"2","Family.Lachnospiraceae.0034"
"3","Oscillibacter.0003"
"4","Family.Ruminococcaceae.0015"
"5","Family.Lachnospiraceae.0080"
"6","Phylum.Firmicutes.0005"
"7","Order.Bacteroidales.0001"
"8","Order.Bacillales.0001"
"9","Family.Porphyromonadaceae.0019"
"10","Family.Porphyromonadaceae.0023"
"11","Phylum.Bacteroidetes.0004"
"12","Family.Lachnospiraceae.0111"
"13","Oscillibacter.0006"
"14","Family.Ruminococcaceae.0028"
"15","Family.Lachnospiraceae.0117"
"16","Family.Lachnospiraceae.0123"
"17","Order.Clostridiales.0027"
"18","Anaerofustis.0001"
"19","Family.Porphyromonadaceae.0039"
"20","Family.Lachnospiraceae.0132"
"","x"
"1","Family.Porphyromonadaceae.0015"
"","x"
"1","Family.Lachnospiraceae.0103"
"","x"
"1","Pseudomonas.0002"
"","x"
"1","Oscillibacter.0004"
"2","Family.Pseudomonadaceae.0001"
"","x"
"1","Phylum.Bacteroidetes.0002"
"","x"
"1","Family.Porphyromonadaceae.0017"
"","x"
"1","Family.Porphyromonadaceae.0018"
"","x"
"1","Family.Porphyromonadaceae.0021"
"","x"
"1","Family.Porphyromonadaceae.0022"
"","x"
"1","Family.Porphyromonadaceae.0026"
"","x"
"1","Family.Porphyromonadaceae.0028"
"","x"
"1","Family.Porphyromonadaceae.0030"
"","x"
"1","Family.Lachnospiraceae.0088"
"2","Family.Lachnospiraceae.0105"
"","x"
"1","Family.Lachnospiraceae.0044"
"2","Family.Lachnospiraceae.0092"
"3","Phylum.Firmicutes.0007"
"","x"
"1","Stenotrophomonas.0001"
"","x"
"1","Dorea.0001"
"2","Kingdom.Bacteria.0008"
"","x"
"1","Phylum.Bacteroidetes.0003"
"","x"
"1","Family.Porphyromonadaceae.0031"
"","x"
"1","Staphylococcus.0001"
"","x"
"1","Weissella.0001"
"","x"
"1","Family.Ruminococcaceae.0006"
"2","Family.Lachnospiraceae.0112"
"","x"
"1","Order.Clostridiales.0025"
"","x"
"1","Family.Lachnospiraceae.0115"
"","x"
"1","Order.Clostridiales.0020"
"2","Family.Lachnospiraceae.0116"
"","x"
"1","Family.Ruminococcaceae.0029"
"","x"
"1","Family.Lachnospiraceae.0119"
"","x"
"1","Family.Lachnospiraceae.0098"
"2","Family.Lachnospiraceae.0121"
"","x"
"1","Family.Lachnospiraceae.0124"
"","x"
"1","Family.Clostridiaceae_1.0001"
"","x"
"1","Family.Lachnospiraceae.0128"
"","x"
"1","Family.Lachnospiraceae.0129"
"","x"
"1","Family.Lachnospiraceae.0130"
"","x"
"1","Family.Porphyromonadaceae.0033"
"","x"
"1","Lactobacillus.0002"
"2","Family.Porphyromonadaceae.0034"
"","x"
"1","Family.Porphyromonadaceae.0035"
"","x"
"1","Family.Porphyromonadaceae.0036"
"","x"
"1","Family.Porphyromonadaceae.0040"
"","x"
"1","Family.Ruminococcaceae.0030"
"","x"
"1","Order.Bacteroidales.0003"
"","x"
"1","Family.Ruminococcaceae.0024"
"2","Lachnospiracea_incertae_sedis.0001"
"3","Order.Clostridiales.0024"
"4","Family.Ruminococcaceae.0027"
"5","Family.Lachnospiraceae.0125"
"6","Family.Porphyromonadaceae.0037"
"7","Family.Porphyromonadaceae.0038"
"8","Order.Clostridiales.0029"
"","x"
"1","Family.Ruminococcaceae.0031"
"","x"
"1","Family.Lachnospiraceae.0133"
"","x"
"1","Barnesiella.0001"
"2","Family.Lachnospiraceae.0134"
"","x"
"1","Family.Lachnospiraceae.0135"
"","x"
"1","Class.Clostridia.0004"
